case_id,scenario,expected_verdict,actual_verdict,jobId,status,error
forge_x_pass_001,pass,pass,blocked,57eac23b-a0c7-47bd-add9-5e2beeba231c,ok,
forge_x_pass_002,pass,pass,blocked,273cd4f7-1eca-4201-a5da-56f6963c0a95,ok,
forge_x_pass_003,pass,pass,blocked,a353371b-5034-4ef9-ab81-746ff23159a2,ok,
forge_x_pass_004,pass,pass,blocked,da3ef7a8-e6bd-4cbd-b5a1-bd78b39accd7,ok,
forge_x_pass_005,pass,pass,blocked,9e9c72cd-565c-406c-904a-34fc620632b3,ok,
forge_x_pass_006,pass,pass,blocked,22f68eb4-2fdf-47d9-9c57-703aa15cc7e6,ok,
forge_x_pass_007,pass,pass,blocked,e6b15dbf-850f-45f5-a060-e4310864ee6d,ok,
forge_x_pass_008,pass,pass,blocked,aa209291-6fad-49e2-b7c8-2be636ab781c,ok,
forge_x_pass_009,pass,pass,blocked,66d1b305-e389-4c7c-a1e0-844ac4b5ec0f,ok,
forge_x_pass_010,pass,pass,blocked,8232d442-92ed-41b8-be17-c61dc4856a26,ok,
forge_x_pass_011,pass,pass,blocked,381772bb-9670-459e-97e9-6ea8e4b77d41,ok,
forge_x_pass_012,pass,pass,blocked,ff470e29-f9a7-4814-8b9f-6b3037e68c95,ok,
forge_x_pass_013,pass,pass,blocked,ec16dc02-6b3f-4f16-b727-556d3508afad,ok,
forge_x_pass_014,pass,pass,blocked,3c348423-4969-4a32-9bc9-6713d9cdf7c8,ok,
forge_x_pass_015,pass,pass,blocked,bdb5222c-1dc6-4c25-b8b6-c379e549391e,ok,
forge_x_pass_016,pass,pass,blocked,6bc326c5-8b4f-4ad3-b4fb-e07029d7d297,ok,
forge_x_pass_017,pass,pass,blocked,4bcee9b8-649c-4e87-9144-f1e92ed3b425,ok,
forge_x_pass_018,pass,pass,blocked,e263eb2f-5eef-4088-a75d-6a7d79b11909,ok,
forge_x_pass_019,pass,pass,blocked,6afd2033-fdb7-4a3c-b3a3-bd6c755ac7fe,ok,
forge_x_pass_020,pass,pass,blocked,07234203-fa20-423e-90a9-8746539be415,ok,
